id,adaptability,good_for_novice_owners,sensitivity_level,tolerates_being_alone,tolerates_cold_weather,tolerates_hot_weather,all_around_friendliness,affectionate_with_family,incredibly_kifriendly_dogs,dog_friendly,friendly_towarstrangers,health_grooming,amount_of_shedding,drooling_potential,easy_to_groom,general_health,potential_for_weight_gain,size,trainability,easy_to_train,intelligence,potential_for_mouthiness,prey_drive,tendency_to_bark_or_howl,wanderlust_potential,exercise_needs,energy_level,intensity,potential_for_playfulness,breed_group,height,weight,lifspan,adapts_well_to_apartment_living
525,3,1,4.0,3,3,2,4,5,5,4,3,3,4,2,5,4,2,5,4,3,4,3,3.0,3,3,4.0,4,3.0,4,Mixed Breed Dogs,18 to 23 inches.,Starts at 30 pounds,12 to 15 years. ,Moderate
526,4,4,3.0,3,4,5,5,5,5,4,2,3,2,1,4,4,2,2,4,2,4,2,3.0,4,4,4.0,4,4.0,4,Terrier Dogs,"1 foot, 9 inches to 2 feet, 2 inches tall at the shoulder",60 to 75 pounds,12 to 15 years,Flexible
527,3,3,4.0,1,4,4,4,5,4,4,4,4,4,2,4,2,4,4,3,4,4,3,3.0,3,3,5.0,5,3.0,5,Herding Dogs,"2 feet, 4 inches to 2 feet, 8 inches tall at the shoulder",4 to 16 pounds ,12 to 15 years,Hesitant
528,3,4,4.0,2,3,3,4,5,5,4,3,3,4,2,5,3,4,4,3,5,5,3,3.0,2,3,4.0,4,4.0,5,Mixed Breed Dogs,"1 foot, 11 inches to 2 feet, 5 inches tall at the shoulder",40 to 55 pounds ,8 to 10 years,Hesitant
529,3,5,3.0,2,3,3,4,5,5,4,2,3,1,1,4,3,4,4,4,2,4,4,3.0,4,4,4.0,4,4.0,4,Herding Dogs,"1 foot, 9 inches to 2 feet, 2 inches tall at the shoulder",80 to 110 pounds,9 to 13 years,Flexible
530,2,2,2.0,1,5,2,4,5,4,4,1,3,4,3,1,3,4,4,3,4,4,3,5.0,3,3,4.0,3,,4,Sporting Dogs,8 inches to 10 inches tall at the shoulder,115 to 180 pounds,10 to 14 years,Moderate
531,3,3,3.0,3,2,3,3,4,3,1,3,3,2,1,3,5,3,2,3,4,4,4,5.0,4,2,4.0,3,3.0,3,Herding Dogs,"Up to 1 foot, 2 inches tall at the shoulder",45 to 100 pounds,12 to 14 years,Versatile
532,3,2,4.0,3,2,2,4,5,3,4,4,2,2,3,3,3,3,1,3,3,4,3,3.0,2,2,4.0,3,3.0,4,Mixed Breed Dogs,27 to 32 inches tall at the shoulder,15 to 17 pounds,8 to 12 years,Versatile
533,3,4,5.0,2,2,3,4,5,4,5,5,3,2,1,5,4,3,4,3,1,5,3,4.0,3,3,5.0,3,3.0,4,Hybrid Dogs,20 to 25 inches,15 to 35 pounds ,10 to 14 years,Hesitant
534,3,2,4.0,3,4,4,4,5,5,5,4,3,4,1,5,4,4,4,4,2,4,3,3.0,4,5,5.0,5,4.0,5,Sporting Dogs,16 to 25 inches ,Starts at 20 pounds,8 to 15 years,Resistant
535,4,4,4.0,1,2,2,3,5,5,1,5,2,4,1,4,2,4,1,4,4,3,3,3.0,2,1,4.0,4,2.0,4,Mixed Breed Dogs,"1 foot, 9 inches to 1 foot, 10 inches tall at the shoulder",40 to 180 pounds,13 to 16 years,Resistant
536,3,3,3.0,3,2,3,4,5,3,3,3,2,1,1,2,2,3,1,3,2,4,2,2.0,3,3,4.0,3,3.0,4,Herding Dogs,21 to 25 inches at the shoulder,3 to 6 pounds,14 to 15 years,Versatile
537,3,2,3.0,3,3,2,4,3,4,3,2,3,3,3,3,4,2,3,3,4,4,2,2.0,3,2,3.0,3,3.0,4,Herding Dogs,12 to 16 inches,70 to 115 pounds,10 to 12 years,Moderate
538,3,4,5.0,1,2,4,3,4,3,2,1,3,3,1,2,5,2,2,4,2,4,3,3.0,4,5,2.0,5,4.0,5,Herding Dogs,22 to 30 inches.,15 to 35 pounds ,10 to 14 years,Versatile
539,3,3,3.0,2,4,3,5,4,5,5,2,3,4,4,3,3,4,2,3,3,4,3,5.0,4,4,4.0,4,2.0,5,Terrier Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,12 to 14 years,Versatile
540,3,2,4.0,3,5,3,5,5,4,4,5,4,4,3,2,3,3,4,3,4,4,3,3.0,2,3,4.0,4,4.0,5,Working Dogs,26 to 34 inches tall at the shoulder,Starts at 30 pounds,10 to 12 years,Resistant
541,4,4,3.0,3,4,5,3,5,3,3,3,3,1,1,1,5,2,2,3,3,4,5,5.0,4,4,4.0,3,3.0,4,Terrier Dogs,"1 foot, 10 inches to 2 feet, 2 inches tall at the shoulder",18 to 30 pounds,12 to 14 years,Flexible
542,4,2,2.0,1,2,2,4,5,4,4,5,3,4,1,4,3,3,4,3,5,4,3,3.0,2,2,4.0,4,4.0,5,Hound Dogs,16 to 25 inches ,13 to 18 pounds,8 to 11 years,Flexible
543,3,3,4.0,3,2,2,4,5,4,3,4,2,4,2,2,4,4,4,3,4,3,2,3.0,2,5,4.0,5,3.0,5,Mixed Breed Dogs,8 to 10 inches,40 to 180 pounds,10 to 14 years,Versatile
544,3,4,4.0,2,2,2,4,4,2,3,2,2,1,1,2,3,4,1,3,4,4,4,3.0,2,3,4.0,3,3.0,4,Terrier Dogs,11 to 24 inches,9 to 15 pounds,12 to 15 years,Versatile
545,2,2,3.0,2,5,3,4,5,5,4,5,4,5,3,3,3,3,4,3,5,4,2,4.0,2,4,4.0,5,3.0,4,Hound Dogs,19 to 24 inches,30 to 60 pounds,10 to 16 years,Resistant
546,3,5,4.0,1,4,3,4,5,4,4,3,2,2,2,4,3,4,4,3,4,4,2,4.0,2,3,4.0,2,3.0,4,Mixed Breed Dogs,8 to 18 inches ,4 to 16 pounds ,10 to 14 years,Flexible
547,3,3,3.0,2,2,4,4,4,5,3,2,3,3,1,5,4,3,2,4,1,3,2,5.0,4,4,4.0,4,4.0,4,Hound Dogs,22 inches to 26 inches tall at the shoulder,45 to 100 pounds,12 to 15 years ,Flexible
548,3,3,4.0,1,3,3,4,4,2,4,2,3,1,1,4,2,3,1,3,5,4,1,3.0,5,2,5.0,4,4.0,5,Mixed Breed Dogs,16 to 25 inches ,9 to 15 pounds,10 to 12 years,Flexible
549,3,4,4.0,2,3,2,3,4,1,3,3,3,4,1,4,4,3,1,3,3,4,3,2.0,4,1,3.0,2,2.0,3,Mixed Breed Dogs,10 to 14 inches,8 to 14 pounds,10 to 15 years,Versatile
550,3,3,3.0,2,2,4,3,4,3,3,3,2,3,1,2,2,3,1,3,2,3,4,5.0,5,4,3.0,3,2.0,3,Mixed Breed Dogs,"Up to 1 foot, 2 inches tall at the shoulder",45 to 100 pounds,12 to 16 years,Flexible
551,3,4,3.0,2,3,4,4,5,4,4,4,3,4,1,2,3,3,3,3,4,5,3,1.0,2,3,4.0,4,3.0,4,Hybrid Dogs,20 to 27 inches ,50 to 90 pounds,12 to 15 years,Moderate
552,4,4,4.0,1,1,3,5,4,5,5,5,3,3,1,2,3,5,2,4,3,4,4,4.0,4,3,2.0,4,4.0,4,Mixed Breed Dogs,"1 foot, 9 inches to 2 feet, 1 inch tall at the shoulder",4 to 12 pounds,11 to 13 years,Flexible
553,2,2,4.0,2,4,3,5,5,5,5,5,4,5,3,3,4,1,3,3,3,5,2,5.0,4,4,4.0,4,5.0,4,Herding Dogs,19 to 24 inches,30 to 60 pounds,11 to 20 years,Moderate
554,3,2,3.0,3,4,4,4,5,4,4,3,2,3,1,5,3,3,3,3,2,4,3,,2,3,4.0,3,3.0,5,Companion Dogs,21 to 27 inches,45 to 70 pounds,10 to 13 years,Versatile
555,3,4,3.0,1,2,4,4,5,4,2,4,3,1,1,5,4,3,1,3,2,4,3,4.0,3,2,5.0,5,4.0,5,Terrier Dogs,20 to 25 inches,Starts at 20 pounds,12 to 14 years,Versatile
556,4,4,4.0,1,4,3,4,5,5,3,3,3,3,1,4,4,4,3,4,4,4,4,3.0,2,4,4.0,5,4.0,5,Herding Dogs,26 to 34 inches tall at the shoulder,60 to 95 pounds ,12 to 15 years,Moderate
557,3,4,4.0,3,4,2,4,4,3,3,3,3,3,1,2,4,3,1,4,2,4,3,3.0,5,5,5.0,5,3.0,5,Herding Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,10 to 14 years,Resistant
558,2,1,5.0,4,5,1,5,3,5,3,5,3,5,4,4,3,1,3,3,3,3,4,5.0,3,3,4.0,2,1.0,4,Working Dogs,12 to 16 inches ,30 to 60 pounds,10 to 15 years ,Resistant
559,2,3,3.0,3,4,3,3,4,3,3,3,3,4,1,3,3,3,2,3,3,4,2,2.0,4,4,3.0,5,3.0,4,Terrier Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",18 to 30 pounds,12 to 14 years,Flexible
560,2,2,2.0,4,2,3,4,4,4,1,2,4,3,5,5,1,4,3,4,2,5,4,4.0,5,5,4.0,5,4.0,5,Working Dogs,"1 foot, 8 inches to 2 feet, 1 inch tall at the shoulder",14 to 16 pounds,11 to 14 years old,Resistant
561,3,2,3.0,4,3,2,4,5,5,1,2,4,2,3,3,2,4,5,3,2,4,3,4.0,4,3,4.0,3,4.0,4,Working Dogs,"1 foot, 5 inches to 1 foot, 9 inches tall at the shoulder",70 to 115 pounds,10 to 12 years,Moderate
562,4,4,3.0,2,4,3,4,5,5,3,4,3,1,1,4,4,4,2,3,5,4,2,4.0,2,2,4.0,4,2.0,4,Companion Dogs,"2 feet, 2 inches to 2 feet, 8 inches tall at the shoulder",11 to 20 pounds,10 to 14 years. ,Flexible
563,2,1,3.0,4,5,1,4,5,5,1,2,4,5,5,5,4,3,5,2,1,4,5,2.0,1,1,2.0,3,2.0,1,Working Dogs,"1 foot, 4 inches to 1 foot, 5 inches tall at the shoulder",70 to 115 pounds,8 to 10 years,Resistant
564,3,2,3.0,3,1,1,3,2,2,1,2,3,4,1,4,2,4,5,3,3,3,2,2.0,4,1,3.0,2,2.0,3,Mixed Breed Dogs,10 to 14 inches,18 to 30 pounds,7 to 10 years,Versatile
565,4,2,3.0,1,4,3,3,5,5,5,5,3,3,1,3,3,2,3,4,3,4,2,5.0,4,4,4.0,4,2.0,4,Hound Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",25 to 35 pounds. ,10 to 12 years,Resistant
566,3,1,5.0,2,3,5,4,5,3,2,2,3,4,1,1,3,3,3,4,4,4,3,5.0,3,5,4.0,3,3.0,5,Sporting Dogs,10 to 14 inches,10 to 25 pounds,10 to 12 years,Resistant
567,3,2,4.0,2,4,1,5,5,4,3,4,4,4,2,1,4,4,3,3,4,4,5,5.0,2,2,4.0,4,3.0,4,Mixed Breed Dogs,"2 feet, 2 inches to 2 feet, 8 inches tall at the shoulder",25 to 35 pounds. ,Starts at 14 years,Hesitant
568,3,2,5.0,2,4,4,5,5,5,5,4,3,5,1,5,4,3,4,4,5,4,5,3.0,3,5,5.0,5,5.0,5,Sporting Dogs,"1 foot, 6 inches to 1 foot, 11 inches tall at the shoulder",Starts at 30 pounds,8 to 12 years. ,Resistant
569,3,2,4.0,1,4,3,4,5,5,4,5,4,4,3,5,3,4,4,5,5,5,3,3.0,2,2,4.0,5,3.0,5,Working Dogs,20 to 27 inches ,18 to 22 pounds,11 to 13 years,Hesitant
570,4,4,3.0,3,2,3,4,4,5,3,3,3,1,1,4,3,2,3,4,3,3,3,5.0,4,2,4.0,4,4.0,4,Herding Dogs,12 to 16 inches,45 to 55 pounds,10 to 15 years,Resistant
571,3,3,5.0,3,4,3,3,4,3,2,2,2,3,1,4,3,3,3,4,3,4,3,5.0,5,1,4.0,3,3.0,3,Herding Dogs,"Up to 1 foot, 2 inches tall at the shoulder",8 to 14 pounds,12 to 16 years,Hesitant
572,3,4,5.0,2,5,3,4,5,1,3,3,3,4,1,2,2,3,3,3,1,4,2,3.0,2,3,4.0,5,3.0,4,Herding Dogs,"1 foot, 10 inches to 2 feet, 2 inches tall at the shoulder",10 to 20 pounds,10 to 15 years,Hesitant
573,3,2,3.0,3,4,3,4,5,3,3,4,3,3,1,4,4,2,1,3,3,4,3,5.0,3,4,4.0,5,3.0,4,Sporting Dogs,10 to 14 inches,44 to 55 pounds. ,12 to 15 years ,Versatile
574,4,3,4.0,3,2,3,4,4,4,3,3,3,4,1,2,2,3,1,4,3,4,4,5.0,2,4,3.0,4,3.0,5,Herding Dogs,10 to 14 inches,45 to 55 pounds,12 to 15 years,Flexible
575,3,2,5.0,1,4,3,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,3,3.0,3,3,5.0,5,5.0,5,Sporting Dogs,18 to 25 inches,40 to 60 pounds,10 to 12 years,Resistant
576,4,4,2.0,2,4,3,3,5,4,3,4,3,3,1,5,5,4,2,3,2,4,3,4.0,4,3,4.0,4,3.0,4,Herding Dogs,"1 foot, 9 inches to 2 feet, 1 inch tall at the shoulder",48 to 55 pounds,12 to 13 years,Flexible
577,3,4,4.0,3,2,2,4,4,3,4,2,3,2,1,4,3,5,2,4,2,4,3,3.0,3,3,3.0,3,2.0,5,Terrier Dogs,22 to 30 inches.,50 to 90 pounds,10 to 15 years,Versatile
578,2,2,3.0,4,4,3,4,5,5,4,5,3,5,4,2,2,4,5,3,4,3,5,4.0,3,3,4.0,5,3.0,5,Working Dogs,19 to 24 inches,70 to 115 pounds,10 to 14 years,Moderate
579,2,2,4.0,3,5,3,5,5,5,5,5,3,3,5,3,2,3,2,3,3,4,3,4.0,4,4,4.0,2,2.0,4,Sporting Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,12 to 16 years,Resistant
580,3,3,4.0,2,2,4,3,5,5,2,2,3,3,1,5,4,3,4,4,4,3,3,4.0,5,5,5.0,5,5.0,5,Terrier Dogs,21 to 25 inches at the shoulder,120 to 180 pounds,10 to 14 years,Resistant
581,2,2,4.0,2,4,2,4,5,4,4,4,3,3,3,3,3,4,3,3,3,5,2,5.0,4,3,4.0,4,3.0,4,Mixed Breed Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,12 to 15 years,Versatile
582,3,2,4.0,2,5,2,4,5,5,4,4,4,4,5,3,4,2,4,3,4,4,5,3.0,3,3,4.0,5,3.0,5,Working Dogs,20 to 27 inches ,75 to 120 pounds,8 to 12 years,Hesitant
583,3,2,3.0,2,4,3,4,5,1,3,2,3,1,2,3,5,3,3,4,4,4,2,2.0,3,1,4.0,3,2.0,4,Herding Dogs,12 to 15 inches. ,7 to 12 pounds,12 to 14 years,Flexible
584,3,4,4.0,5,3,2,4,5,3,4,3,3,1,1,5,3,2,3,3,4,4,3,3.0,3,3,4.0,4,3.0,4,Mixed Breed Dogs,"1 foot, 7 inches to 2 feet tall at the shoulder",5 to 20 pounds ,10 to 18 years,Moderate
585,3,4,4.0,1,3,3,4,5,4,4,4,3,4,1,2,4,4,2,3,4,5,3,4.0,3,3,4.0,4,5.0,5,Mixed Breed Dogs,8 to 18 inches ,Starts at 20 pounds,13 to 16 years,Moderate
586,3,1,4.0,2,4,3,4,5,5,2,4,4,2,5,5,3,3,4,3,5,4,3,1.0,3,2,5.0,5,3.0,5,Mixed Breed Dogs,9 to 12 inches,40 to 180 pounds,8 to 12 years. ,Resistant
587,3,3,4.0,3,4,4,4,4,2,3,2,2,3,1,2,4,3,2,3,5,4,4,3.0,3,4,4.0,5,3.0,5,Mixed Breed Dogs,10 inches to 1 foot tall at the shoulder,55 to 70 pounds,Starts at 10 years,Versatile
588,3,4,4.0,3,3,1,4,3,2,1,2,4,2,2,4,3,3,3,3,4,4,2,1.0,3,3,3.0,3,3.0,3,Mixed Breed Dogs,19 to 25 inches,90 to 150 pounds. ,7 to 10 years,Moderate
589,3,4,3.0,1,2,3,4,4,4,3,2,3,3,2,4,3,3,1,3,3,4,1,3.0,3,2,4.0,4,3.0,3,Mixed Breed Dogs,"1 foot to 1 foot, 2 inches tall at the shoulder",40 to 180 pounds,10 to 16 years,Versatile
590,2,1,4.0,4,4,3,4,5,5,2,3,4,3,5,3,3,3,4,4,5,3,3,3.0,2,3,5.0,5,4.0,4,Working Dogs,"1 foot, 7 inches to 1 foot, 10 inches tall at the shoulder",14 to 16 pounds,8 to 10 years,Hesitant
591,3,2,4.0,2,5,2,5,5,2,2,5,3,4,5,3,3,2,5,2,3,4,2,5.0,4,2,2.0,5,3.0,5,Hound Dogs,16 to 25 inches,10 to 25 pounds,8 to 10 years,Flexible
592,4,1,4.0,3,4,3,4,5,4,4,3,4,4,2,4,3,2,4,3,4,4,2,3.0,2,4,4.0,4,3.0,4,Herding Dogs,27 to 32 inches tall at the shoulder,15 to 17 pounds,8 to 11 years,Resistant
593,3,3,4.0,2,4,4,3,5,5,5,4,3,2,1,5,4,4,4,4,5,5,3,3.0,4,5,5.0,5,4.0,5,Terrier Dogs,"1 foot, 3 inches to 1 foot, 9 inches tall at the shoulder",Starts at 20 pounds,10 to 14 years,Resistant
594,3,5,5.0,1,3,2,3,4,3,3,2,3,3,2,4,4,3,1,3,3,4,4,4.0,4,3,3.0,3,3.0,4,Mixed Breed Dogs,7 to 12 inches,44 to 55 pounds. ,10 to 12 years,Flexible
595,3,3,2.0,5,3,2,4,5,4,5,3,3,5,1,5,2,5,3,4,1,3,3,5.0,4,5,5.0,4,4.0,4,Hound Dogs,10 to 16 inches,6 to 15 pounds,10 to 12 years,Moderate
596,3,4,4.0,2,3,2,5,5,5,4,4,4,4,1,2,3,4,1,3,4,4,2,4.0,2,2,4.0,4,3.0,5,Mixed Breed Dogs,"2 feet, 4 inches to 2 feet, 8 inches tall at the shoulder",30 to 80 pounds ,12 to 15 years,Flexible
597,2,1,3.0,3,4,1,4,5,5,3,2,3,3,3,1,2,4,5,3,4,4,4,1.0,4,2,4.0,3,1.0,4,Mixed Breed Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,10 to 13 years,Hesitant
598,3,2,4.0,1,2,3,4,5,4,2,4,4,1,4,5,2,4,4,3,5,3,3,3.0,2,3,4.0,4,1.0,5,Mixed Breed Dogs,9 to 10 inches tall at the shoulder,5 to 25 pounds ,12 to 14 years,Moderate
599,4,5,4.0,1,4,4,5,5,5,4,4,3,2,1,4,3,4,3,3,5,5,2,3.0,2,4,4.0,4,4.0,5,Mixed Breed Dogs,"2 feet to 2 feet, 5 inches tall at the shoulder",30 to 80 pounds ,12 to 15 years,Resistant
600,3,4,4.0,2,2,2,3,4,4,3,2,2,2,1,4,5,4,1,3,3,4,3,5.0,4,1,3.0,3,3.0,4,Companion Dogs,"Up to 1 foot, 2 inches tall at the shoulder",45 to 55 pounds,12 to 14 years,Versatile
601,3,2,4.0,2,5,3,4,5,5,5,5,3,4,2,4,1,3,4,2,4,4,5,5.0,5,4,5.0,4,2.0,4,Mixed Breed Dogs,"1 foot, 3 inches to 1 foot, 7 inches tall at the shoulder",4 to 12 pounds,10 to 12 years,Hesitant
602,3,4,4.0,2,3,4,4,4,4,3,3,2,2,1,5,4,3,2,3,2,4,3,3.0,4,4,4.0,5,3.0,2,Hound Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,10 to 14 years,Versatile
603,3,2,3.0,3,3,4,5,5,5,5,5,3,5,1,2,4,2,3,4,3,4,5,5.0,5,3,4.0,5,5.0,4,Hound Dogs,16 to 25 inches,35 to 45 pounds,12 to 15 years,Resistant
604,3,2,4.0,2,2,1,4,5,4,3,2,3,4,1,2,4,2,2,3,4,5,3,3.0,2,2,4.0,4,3.0,5,Mixed Breed Dogs,10 inches to 1 foot tall at the shoulder,55 to 80 pounds,12 to 15 years,Flexible
605,3,2,4.0,3,4,3,4,5,4,4,3,4,4,3,4,3,4,3,4,4,5,3,3.0,2,3,4.0,4,4.0,4,Mixed Breed Dogs,16 to 25 inches,70 to 115 pounds,10 to 12 years,Flexible
606,3,1,3.0,2,2,3,4,4,5,5,5,3,4,2,3,3,3,4,4,3,4,4,3.0,3,5,4.0,4,4.0,5,Mixed Breed Dogs,"1 foot, 9 inches to 2 feet, 1 inch tall at the shoulder",4 to 12 pounds,10 to 13 years,Hesitant
607,3,3,4.0,3,2,3,3,4,3,3,2,3,3,1,5,5,3,2,4,2,3,1,5.0,4,5,4.0,4,4.0,3,Companion Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,8 to 11 years,Versatile
608,4,3,4.0,2,4,3,5,5,3,5,5,3,1,2,4,3,3,3,3,3,3,4,5.0,4,5,4.0,3,3.0,4,Sporting Dogs,"1 foot, 8 inches to 1 foot, 10 inches tall at the shoulder",30 to 60 pounds,10 to 14 years,Resistant
609,3,3,5.0,2,4,4,5,5,5,5,4,3,5,2,5,4,3,4,4,4,5,5,3.0,2,3,5.0,5,5.0,5,Sporting Dogs,20 to 24 inches,Starts at 20 pounds,10 to 14 years,Moderate
610,2,1,2.0,3,1,2,1,5,1,1,3,3,2,3,2,1,3,5,2,4,4,4,2.0,2,5,3.0,3,2.0,2,Working Dogs,12 to 16 inches ,50 to 110 pounds,10 to 14 years,Moderate
611,3,4,3.0,3,4,3,3,4,3,3,2,3,2,1,5,5,2,2,4,3,4,4,5.0,4,4,3.0,4,2.0,4,Hound Dogs,10 to 14 inches,50 to 65 pounds,12 to 15 years,Flexible
612,3,4,5.0,3,3,3,3,4,4,3,2,2,1,1,2,5,3,1,4,4,3,3,,3,1,3.0,3,3.0,3,Companion Dogs,7 to 12 inches,48 to 55 pounds,10 to 15 years,Flexible
613,3,1,4.0,2,2,1,4,5,4,5,5,4,5,2,4,3,5,5,4,3,4,5,5.0,4,3,4.0,4,3.0,4,Working Dogs,9 inches to 1 foot tall at the shoulder,25 to 35 pounds. ,10 to 14 years,Resistant
614,3,2,4.0,3,1,3,5,4,5,5,5,3,4,1,4,5,3,2,4,5,4,4,5.0,5,5,5.0,5,4.0,3,Hound Dogs,"1 foot, 9 inches to 2 feet, 1 inch tall at the shoulder",48 to 55 pounds,8 to 15 years,Flexible
615,3,2,4.0,1,3,2,4,5,3,1,1,2,2,2,5,3,2,3,3,4,4,3,3.0,3,1,4.0,5,3.0,4,Mixed Breed Dogs,10 to 14 inches,30 to 50 pounds,10 to 13 years,Hesitant
616,3,2,3.0,5,4,2,4,5,4,5,4,3,3,3,4,3,3,4,4,3,4,4,3.0,2,1,2.0,4,5.0,3,Terrier Dogs,22 inches to 26 inches tall at the shoulder,30 to 60 pounds,12 to 14 years,Moderate
617,2,3,3.0,2,4,3,5,5,5,5,4,4,3,5,4,3,3,3,3,3,4,4,5.0,4,4,4.0,4,2.0,4,Working Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,10 to 12 years,Resistant
618,3,3,4.0,1,2,3,3,4,4,2,2,3,2,1,4,4,3,1,4,3,3,2,3.0,4,2,3.0,4,3.0,4,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,6 to 8 years,Versatile
619,2,1,2.0,2,5,1,5,5,2,3,1,3,4,4,1,2,5,4,2,3,3,5,1.0,4,3,4.0,4,5.0,3,Working Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",70 to 115 pounds,9 to 12 years,Resistant
620,3,2,3.0,2,5,3,5,5,5,5,5,3,5,2,3,4,3,2,4,3,4,5,5.0,4,5,4.0,2,5.0,4,Sporting Dogs,"1 foot, 8 inches to 1 foot, 10 inches tall at the shoulder",30 to 60 pounds,10 to 12 years,Flexible
621,4,4,3.0,1,4,2,4,5,4,4,3,2,2,1,2,5,2,2,3,2,4,2,5.0,3,2,4.0,5,3.0,4,Companion Dogs,12 to 16 inches,7 to 12 pounds,12 to 15 years ,Versatile
622,3,3,4.0,2,2,4,5,4,4,1,4,3,3,1,5,4,5,2,4,4,4,4,3.0,2,4,5.0,4,4.0,5,Mixed Breed Dogs,22 to 30 inches.,40 to 180 pounds,8 to 11 years,Flexible
623,3,3,4.0,1,4,3,3,5,4,2,3,3,1,1,3,4,4,3,3,3,3,4,3.0,5,3,4.0,4,4.0,4,Mixed Breed Dogs,"1 foot, 7 inches to 2 feet tall at the shoulder",13 to 18 pounds,8 to 12 years,Flexible
624,3,3,4.0,1,3,2,3,5,3,3,4,3,4,2,5,4,4,2,4,2,3,3,3.0,3,2,4.0,4,5.0,4,Mixed Breed Dogs,11 to 24 inches,40 to 180 pounds,10 to 13,Versatile
625,4,2,3.0,2,4,3,3,5,4,3,2,3,1,1,3,2,3,2,3,5,4,2,5.0,3,3,4.0,4,3.0,5,Herding Dogs,"1 foot, 10 inches to 2 feet, 2 inches tall at the shoulder",70 to 115 pounds,10 to 12 years.,Moderate
626,3,3,4.0,2,1,4,5,4,5,5,5,3,3,1,5,4,4,3,4,2,5,2,4.0,4,5,5.0,5,4.0,5,Sporting Dogs,"1 foot, 11 inches to 2 feet, 1 inch tall at the shoulder",15 to 35 pounds ,10 to 13 years,Resistant
627,3,4,5.0,5,1,2,3,3,2,3,3,3,3,5,2,3,5,2,3,3,3,2,5.0,4,4,4.0,3,2.0,4,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 3 inches tall at the shoulder",18 to 30 pounds,10 to 14 years ,Flexible
628,4,3,3.0,3,2,3,3,2,3,1,2,3,3,1,4,3,2,2,3,3,4,1,5.0,4,1,3.0,4,2.0,4,Terrier Dogs,17 to 20 inches.,110 to 200 pounds,Starts at 14 years,Versatile
629,4,2,3.0,1,4,3,4,5,3,3,4,3,3,1,5,4,2,4,3,3,4,2,3.0,3,5,4.0,5,3.0,5,Hound Dogs,20 to 25 inches,40 to 180 pounds,13 to 17+ years ,Versatile
630,4,4,4.0,1,3,2,4,5,4,5,3,3,1,2,4,1,4,3,3,4,5,2,5.0,5,2,4.0,4,2.0,4,Hybrid Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",15 to 19 pounds,10 to 15 years,Hesitant
631,2,2,4.0,2,4,2,4,5,4,4,3,4,3,1,3,3,2,3,3,5,4,2,5.0,2,3,4.0,4,4.0,5,Mixed Breed Dogs,12 to 15 inches ,13 to 15 pounds,10 to 12 years ,Hesitant
632,3,2,3.0,2,1,2,5,4,3,1,2,3,3,1,3,5,3,3,4,3,4,4,2.0,4,4,3.0,2,2.0,4,Mixed Breed Dogs,"1 foot, 8 inches to 2 feet, 1 inch tall at the shoulder",18 to 30 pounds,12 to 14 years,Versatile
633,3,2,5.0,3,5,2,4,5,4,4,2,4,4,2,5,3,3,3,3,4,4,5,2.0,3,4,4.0,5,3.0,3,Working Dogs,12 to 16 inches,70 to 115 pounds,10 to 15 years,Moderate
634,2,2,4.0,1,5,2,5,5,5,5,5,4,5,5,3,3,5,5,4,3,5,5,4.0,2,3,4.0,4,5.0,4,Working Dogs,19 to 24 inches,30 to 60 pounds,10 to 12 years,Resistant
635,3,2,4.0,1,4,4,4,5,5,3,3,3,2,1,5,4,4,4,4,2,5,3,3.0,2,2,5.0,5,4.0,5,Mixed Breed Dogs,20 to 25 inches,Starts at 20 pounds,9 to 15 years,Resistant
636,2,1,2.0,2,5,3,5,5,5,1,1,4,3,4,2,1,3,5,3,3,3,5,5.0,1,4,2.0,3,2.0,4,Working Dogs,19 to 24 inches,18 to 30 pounds,10 to 13 years,Resistant
637,3,4,3.0,3,1,3,3,4,3,3,2,3,2,1,2,3,3,2,3,3,4,2,4.0,3,4,4.0,4,3.0,3,Sporting Dogs,10 to 14 inches,80 to 110 pounds,12 to 16 years,Flexible
638,3,2,4.0,2,4,5,5,5,5,2,5,3,5,1,2,2,3,3,3,3,5,2,1.0,3,3,3.0,5,5.0,4,Hound Dogs,16 to 25 inches,18 to 30 pounds,10 to 15 years,Flexible
